state,offence_category,subcategory,2025_population,2026_population,month,incident_count
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,2022-02-01,645
NSW,Theft,Motor vehicle theft,8479314,8479314,2022-02-01,936
NSW,Theft,Steal from motor vehicle,8479314,8479314,2022-02-01,2227
NSW,Theft,Steal from retail store,8479314,8479314,2022-02-01,1508
NSW,Theft,Steal from dwelling,8479314,8479314,2022-02-01,1294
NSW,Theft,Steal from person,8479314,8479314,2022-02-01,131
NSW,Theft,Stock theft,8479314,8479314,2022-02-01,20
NSW,Theft,Fraud,8479314,8479314,2022-02-01,3572
NSW,Theft,Other theft,8479314,8479314,2022-02-01,1411
NSW,Arson,,8479314,8479314,2022-02-01,239
NSW,Malicious damage to property,,8479314,8479314,2022-02-01,3853
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,2022-02-01,208
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,2022-02-01,86
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,2022-02-01,1153
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,2022-02-01,447
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,2022-02-01,26
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,2022-02-01,431
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,2022-02-01,90
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,2022-02-01,80
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,2022-02-01,49
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,2022-02-01,237
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,2022-02-01,6
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,2022-02-01,26
NSW,Drug offences,Cultivating cannabis,8479314,8479314,2022-02-01,133
NSW,Drug offences,Manufacture drug,8479314,8479314,2022-02-01,3
NSW,Drug offences,Importing drugs,8479314,8479314,2022-02-01,18
NSW,Drug offences,Other drug offences,8479314,8479314,2022-02-01,440
NSW,Prohibited and regulated weapons offences,,8479314,8479314,2022-02-01,987
NSW,Disorderly conduct,Trespass,8479314,8479314,2022-02-01,752
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,2022-02-01,281
NSW,Disorderly conduct,Offensive language,8479314,8479314,2022-02-01,135
NSW,Disorderly conduct,Criminal intent,8479314,8479314,2022-02-01,203
NSW,Betting and gaming offences,,8479314,8479314,2022-02-01,17
NSW,Liquor offences,,8479314,8479314,2022-02-01,1173
NSW,Pornography offences,,8479314,8479314,2022-02-01,90
NSW,Against justice procedures,Escape custody,8479314,8479314,2022-02-01,13
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,2022-02-01,1793
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,2022-02-01,4088
NSW,Against justice procedures,Fail to appear,8479314,8479314,2022-02-01,84
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,2022-02-01,475
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,2022-02-01,149
NSW,Transport regulatory offences,,8479314,8479314,2022-02-01,6056
NSW,Other offences,,8479314,8479314,2022-02-01,2922
NSW,Homicide,Murder *,8479314,8479314,2022-03-01,8
NSW,Homicide,Attempted murder,8479314,8479314,2022-03-01,3
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,2022-03-01,0
NSW,Homicide,Manslaughter *,8479314,8479314,2022-03-01,1
NSW,Assault,Domestic violence related assault,8479314,8479314,2022-03-01,2949
NSW,Assault,Non-domestic violence related assault,8479314,8479314,2022-03-01,2787
NSW,Assault,Assault Police,8479314,8479314,2022-03-01,233
NSW,Sexual offences,Sexual assault,8479314,8479314,2022-03-01,811
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,2022-03-01,806
NSW,Abduction and kidnapping,,8479314,8479314,2022-03-01,23
NSW,Robbery,Robbery without a weapon,8479314,8479314,2022-03-01,73
NSW,Robbery,Robbery with a firearm,8479314,8479314,2022-03-01,11
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,2022-03-01,69
NSW,Blackmail and extortion,,8479314,8479314,2022-03-01,17
NSW,Coercive Control,,8479314,8479314,2022-03-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,2022-03-01,3832
NSW,Other offences against the person,,8479314,8479314,2022-03-01,102
NSW,Theft,Break and enter dwelling,8479314,8479314,2022-03-01,1579
NSW,Theft,Break and enter non-dwelling,8479314,8479314,2022-03-01,631
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,2022-03-01,617
NSW,Theft,Motor vehicle theft,8479314,8479314,2022-03-01,1080
NSW,Theft,Steal from motor vehicle,8479314,8479314,2022-03-01,2457
NSW,Theft,Steal from retail store,8479314,8479314,2022-03-01,1663
NSW,Theft,Steal from dwelling,8479314,8479314,2022-03-01,1245
NSW,Theft,Steal from person,8479314,8479314,2022-03-01,178
NSW,Theft,Stock theft,8479314,8479314,2022-03-01,23
NSW,Theft,Fraud,8479314,8479314,2022-03-01,3936
NSW,Theft,Other theft,8479314,8479314,2022-03-01,1458
NSW,Arson,,8479314,8479314,2022-03-01,297
NSW,Malicious damage to property,,8479314,8479314,2022-03-01,4104
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,2022-03-01,211
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,2022-03-01,116
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,2022-03-01,1409
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,2022-03-01,582
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,2022-03-01,94
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,2022-03-01,523
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,2022-03-01,79
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,2022-03-01,28
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,2022-03-01,57
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,2022-03-01,173
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,2022-03-01,21
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,2022-03-01,37
NSW,Drug offences,Cultivating cannabis,8479314,8479314,2022-03-01,102
NSW,Drug offences,Manufacture drug,8479314,8479314,2022-03-01,2
NSW,Drug offences,Importing drugs,8479314,8479314,2022-03-01,17
NSW,Drug offences,Other drug offences,8479314,8479314,2022-03-01,444
NSW,Prohibited and regulated weapons offences,,8479314,8479314,2022-03-01,1119
NSW,Disorderly conduct,Trespass,8479314,8479314,2022-03-01,806
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,2022-03-01,285
NSW,Disorderly conduct,Offensive language,8479314,8479314,2022-03-01,117
NSW,Disorderly conduct,Criminal intent,8479314,8479314,2022-03-01,227
NSW,Betting and gaming offences,,8479314,8479314,2022-03-01,2
NSW,Liquor offences,,8479314,8479314,2022-03-01,781
NSW,Pornography offences,,8479314,8479314,2022-03-01,120
NSW,Against justice procedures,Escape custody,8479314,8479314,2022-03-01,17
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,2022-03-01,1924
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,2022-03-01,4653
NSW,Against justice procedures,Fail to appear,8479314,8479314,2022-03-01,100
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,2022-03-01,531
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,2022-03-01,164
NSW,Transport regulatory offences,,8479314,8479314,2022-03-01,5153
NSW,Other offences,,8479314,8479314,2022-03-01,2477
NSW,Homicide,Murder *,8479314,8479314,2022-04-01,4
NSW,Homicide,Attempted murder,8479314,8479314,2022-04-01,1
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,2022-04-01,0
NSW,Homicide,Manslaughter *,8479314,8479314,2022-04-01,1
NSW,Assault,Domestic violence related assault,8479314,8479314,2022-04-01,2605
NSW,Assault,Non-domestic violence related assault,8479314,8479314,2022-04-01,2419
NSW,Assault,Assault Police,8479314,8479314,2022-04-01,219
NSW,Sexual offences,Sexual assault,8479314,8479314,2022-04-01,631
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,2022-04-01,647
NSW,Abduction and kidnapping,,8479314,8479314,2022-04-01,21
NSW,Robbery,Robbery without a weapon,8479314,8479314,2022-04-01,75
NSW,Robbery,Robbery with a firearm,8479314,8479314,2022-04-01,6
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,2022-04-01,60
NSW,Blackmail and extortion,,8479314,8479314,2022-04-01,16
NSW,Coercive Control,,8479314,8479314,2022-04-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,2022-04-01,3291
NSW,Other offences against the person,,8479314,8479314,2022-04-01,101
NSW,Theft,Break and enter dwelling,8479314,8479314,2022-04-01,1671
NSW,Theft,Break and enter non-dwelling,8479314,8479314,2022-04-01,540
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,2022-04-01,616
NSW,Theft,Motor vehicle theft,8479314,8479314,2022-04-01,1019
NSW,Theft,Steal from motor vehicle,8479314,8479314,2022-04-01,2149
NSW,Theft,Steal from retail store,8479314,8479314,2022-04-01,1563
NSW,Theft,Steal from dwelling,8479314,8479314,2022-04-01,1162
NSW,Theft,Steal from person,8479314,8479314,2022-04-01,172
NSW,Theft,Stock theft,8479314,8479314,2022-04-01,21
NSW,Theft,Fraud,8479314,8479314,2022-04-01,3512
NSW,Theft,Other theft,8479314,8479314,2022-04-01,1457
NSW,Arson,,8479314,8479314,2022-04-01,300
NSW,Malicious damage to property,,8479314,8479314,2022-04-01,3969
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,2022-04-01,224
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,2022-04-01,92
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,2022-04-01,1307
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,2022-04-01,566
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,2022-04-01,81
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,2022-04-01,496
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,2022-04-01,132
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,2022-04-01,14
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,2022-04-01,62
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,2022-04-01,147
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,2022-04-01,15
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,2022-04-01,40
NSW,Drug offences,Cultivating cannabis,8479314,8479314,2022-04-01,71
NSW,Drug offences,Manufacture drug,8479314,8479314,2022-04-01,5
NSW,Drug offences,Importing drugs,8479314,8479314,2022-04-01,6
NSW,Drug offences,Other drug offences,8479314,8479314,2022-04-01,398
NSW,Prohibited and regulated weapons offences,,8479314,8479314,2022-04-01,1161
NSW,Disorderly conduct,Trespass,8479314,8479314,2022-04-01,829
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,2022-04-01,331
NSW,Disorderly conduct,Offensive language,8479314,8479314,2022-04-01,139
NSW,Disorderly conduct,Criminal intent,8479314,8479314,2022-04-01,212
NSW,Betting and gaming offences,,8479314,8479314,2022-04-01,10
NSW,Liquor offences,,8479314,8479314,2022-04-01,1071
NSW,Pornography offences,,8479314,8479314,2022-04-01,52
NSW,Against justice procedures,Escape custody,8479314,8479314,2022-04-01,11
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,2022-04-01,1851
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,2022-04-01,4388
NSW,Against justice procedures,Fail to appear,8479314,8479314,2022-04-01,91
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,2022-04-01,468
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,2022-04-01,122
NSW,Transport regulatory offences,,8479314,8479314,2022-04-01,4499
NSW,Other offences,,8479314,8479314,2022-04-01,1875
NSW,Homicide,Murder *,8479314,8479314,2022-05-01,5
NSW,Homicide,Attempted murder,8479314,8479314,2022-05-01,1
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,2022-05-01,0
NSW,Homicide,Manslaughter *,8479314,8479314,2022-05-01,1
NSW,Assault,Domestic violence related assault,8479314,8479314,2022-05-01,2671
NSW,Assault,Non-domestic violence related assault,8479314,8479314,2022-05-01,2569
NSW,Assault,Assault Police,8479314,8479314,2022-05-01,198
NSW,Sexual offences,Sexual assault,8479314,8479314,2022-05-01,782
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,2022-05-01,734
NSW,Abduction and kidnapping,,8479314,8479314,2022-05-01,9
NSW,Robbery,Robbery without a weapon,8479314,8479314,2022-05-01,77
NSW,Robbery,Robbery with a firearm,8479314,8479314,2022-05-01,10
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,2022-05-01,52
NSW,Blackmail and extortion,,8479314,8479314,2022-05-01,24
NSW,Coercive Control,,8479314,8479314,2022-05-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,2022-05-01,3433
NSW,Other offences against the person,,8479314,8479314,2022-05-01,102
NSW,Theft,Break and enter dwelling,8479314,8479314,2022-05-01,1546
NSW,Theft,Break and enter non-dwelling,8479314,8479314,2022-05-01,562
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,2022-05-01,668
NSW,Theft,Motor vehicle theft,8479314,8479314,2022-05-01,956
NSW,Theft,Steal from motor vehicle,8479314,8479314,2022-05-01,2171
NSW,Theft,Steal from retail store,8479314,8479314,2022-05-01,1730
NSW,Theft,Steal from dwelling,8479314,8479314,2022-05-01,1274
NSW,Theft,Steal from person,8479314,8479314,2022-05-01,164
NSW,Theft,Stock theft,8479314,8479314,2022-05-01,17
NSW,Theft,Fraud,8479314,8479314,2022-05-01,4063
NSW,Theft,Other theft,8479314,8479314,2022-05-01,1601
NSW,Arson,,8479314,8479314,2022-05-01,227
NSW,Malicious damage to property,,8479314,8479314,2022-05-01,3834
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,2022-05-01,201
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,2022-05-01,107
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,2022-05-01,1272
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,2022-05-01,544
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,2022-05-01,41
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,2022-05-01,534
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,2022-05-01,139
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,2022-05-01,18
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,2022-05-01,53
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,2022-05-01,145
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,2022-05-01,19
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,2022-05-01,37
NSW,Drug offences,Cultivating cannabis,8479314,8479314,2022-05-01,51
NSW,Drug offences,Manufacture drug,8479314,8479314,2022-05-01,2
NSW,Drug offences,Importing drugs,8479314,8479314,2022-05-01,13
NSW,Drug offences,Other drug offences,8479314,8479314,2022-05-01,474
NSW,Prohibited and regulated weapons offences,,8479314,8479314,2022-05-01,1108
NSW,Disorderly conduct,Trespass,8479314,8479314,2022-05-01,776
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,2022-05-01,281
NSW,Disorderly conduct,Offensive language,8479314,8479314,2022-05-01,132
NSW,Disorderly conduct,Criminal intent,8479314,8479314,2022-05-01,186
NSW,Betting and gaming offences,,8479314,8479314,2022-05-01,2
NSW,Liquor offences,,8479314,8479314,2022-05-01,662
NSW,Pornography offences,,8479314,8479314,2022-05-01,119
NSW,Against justice procedures,Escape custody,8479314,8479314,2022-05-01,19
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,2022-05-01,1829
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,2022-05-01,4541
NSW,Against justice procedures,Fail to appear,8479314,8479314,2022-05-01,61
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,2022-05-01,417
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,2022-05-01,238
NSW,Transport regulatory offences,,8479314,8479314,2022-05-01,6481
NSW,Other offences,,8479314,8479314,2022-05-01,1526
NSW,Homicide,Murder *,8479314,8479314,2022-06-01,4
NSW,Homicide,Attempted murder,8479314,8479314,2022-06-01,0
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,2022-06-01,0
NSW,Homicide,Manslaughter *,8479314,8479314,2022-06-01,2
NSW,Assault,Domestic violence related assault,8479314,8479314,2022-06-01,2452
NSW,Assault,Non-domestic violence related assault,8479314,8479314,2022-06-01,2374
NSW,Assault,Assault Police,8479314,8479314,2022-06-01,201
NSW,Sexual offences,Sexual assault,8479314,8479314,2022-06-01,886
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,2022-06-01,681
NSW,Abduction and kidnapping,,8479314,8479314,2022-06-01,15
NSW,Robbery,Robbery without a weapon,8479314,8479314,2022-06-01,65
NSW,Robbery,Robbery with a firearm,8479314,8479314,2022-06-01,12
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,2022-06-01,55
NSW,Blackmail and extortion,,8479314,8479314,2022-06-01,34
NSW,Coercive Control,,8479314,8479314,2022-06-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,2022-06-01,3318
NSW,Other offences against the person,,8479314,8479314,2022-06-01,86
NSW,Theft,Break and enter dwelling,8479314,8479314,2022-06-01,1422
NSW,Theft,Break and enter non-dwelling,8479314,8479314,2022-06-01,546
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,2022-06-01,653
NSW,Theft,Motor vehicle theft,8479314,8479314,2022-06-01,1009
NSW,Theft,Steal from motor vehicle,8479314,8479314,2022-06-01,2301
NSW,Theft,Steal from retail store,8479314,8479314,2022-06-01,1978
NSW,Theft,Steal from dwelling,8479314,8479314,2022-06-01,1173
NSW,Theft,Steal from person,8479314,8479314,2022-06-01,159
NSW,Theft,Stock theft,8479314,8479314,2022-06-01,20
NSW,Theft,Fraud,8479314,8479314,2022-06-01,3995
NSW,Theft,Other theft,8479314,8479314,2022-06-01,1386
NSW,Arson,,8479314,8479314,2022-06-01,268
NSW,Malicious damage to property,,8479314,8479314,2022-06-01,3945
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,2022-06-01,210
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,2022-06-01,117
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,2022-06-01,1360
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,2022-06-01,536
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,2022-06-01,39
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,2022-06-01,474
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,2022-06-01,67
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,2022-06-01,38
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,2022-06-01,45
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,2022-06-01,127
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,2022-06-01,14
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,2022-06-01,25
NSW,Drug offences,Cultivating cannabis,8479314,8479314,2022-06-01,45
NSW,Drug offences,Manufacture drug,8479314,8479314,2022-06-01,12
NSW,Drug offences,Importing drugs,8479314,8479314,2022-06-01,19
NSW,Drug offences,Other drug offences,8479314,8479314,2022-06-01,441
NSW,Prohibited and regulated weapons offences,,8479314,8479314,2022-06-01,1094
NSW,Disorderly conduct,Trespass,8479314,8479314,2022-06-01,788
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,2022-06-01,292
NSW,Disorderly conduct,Offensive language,8479314,8479314,2022-06-01,129
NSW,Disorderly conduct,Criminal intent,8479314,8479314,2022-06-01,205
NSW,Betting and gaming offences,,8479314,8479314,2022-06-01,12
NSW,Liquor offences,,8479314,8479314,2022-06-01,808
NSW,Pornography offences,,8479314,8479314,2022-06-01,89
NSW,Against justice procedures,Escape custody,8479314,8479314,2022-06-01,12
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,2022-06-01,1755
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,2022-06-01,4307
NSW,Against justice procedures,Fail to appear,8479314,8479314,2022-06-01,75
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,2022-06-01,399
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,2022-06-01,213
NSW,Transport regulatory offences,,8479314,8479314,2022-06-01,5997
NSW,Other offences,,8479314,8479314,2022-06-01,1316
NSW,Homicide,Murder *,8479314,8479314,2022-07-01,4
NSW,Homicide,Attempted murder,8479314,8479314,2022-07-01,0
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,2022-07-01,1
NSW,Homicide,Manslaughter *,8479314,8479314,2022-07-01,0
NSW,Assault,Domestic violence related assault,8479314,8479314,2022-07-01,2700
NSW,Assault,Non-domestic violence related assault,8479314,8479314,2022-07-01,2375
NSW,Assault,Assault Police,8479314,8479314,2022-07-01,225
NSW,Sexual offences,Sexual assault,8479314,8479314,2022-07-01,805
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,2022-07-01,684
NSW,Abduction and kidnapping,,8479314,8479314,2022-07-01,20
NSW,Robbery,Robbery without a weapon,8479314,8479314,2022-07-01,70
NSW,Robbery,Robbery with a firearm,8479314,8479314,2022-07-01,4
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,2022-07-01,54
NSW,Blackmail and extortion,,8479314,8479314,2022-07-01,59
NSW,Coercive Control,,8479314,8479314,2022-07-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,2022-07-01,3406
NSW,Other offences against the person,,8479314,8479314,2022-07-01,95
NSW,Theft,Break and enter dwelling,8479314,8479314,2022-07-01,1523
NSW,Theft,Break and enter non-dwelling,8479314,8479314,2022-07-01,564
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,2022-07-01,617
NSW,Theft,Motor vehicle theft,8479314,8479314,2022-07-01,992
NSW,Theft,Steal from motor vehicle,8479314,8479314,2022-07-01,2320
NSW,Theft,Steal from retail store,8479314,8479314,2022-07-01,1803
NSW,Theft,Steal from dwelling,8479314,8479314,2022-07-01,1154
NSW,Theft,Steal from person,8479314,8479314,2022-07-01,147
NSW,Theft,Stock theft,8479314,8479314,2022-07-01,20
NSW,Theft,Fraud,8479314,8479314,2022-07-01,3990
NSW,Theft,Other theft,8479314,8479314,2022-07-01,1388
NSW,Arson,,8479314,8479314,2022-07-01,285
NSW,Malicious damage to property,,8479314,8479314,2022-07-01,3745
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,2022-07-01,231
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,2022-07-01,92
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,2022-07-01,1332
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,2022-07-01,554
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,2022-07-01,76
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,2022-07-01,499
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,2022-07-01,78
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,2022-07-01,51
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,2022-07-01,43
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,2022-07-01,133
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,2022-07-01,18
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,2022-07-01,40
NSW,Drug offences,Cultivating cannabis,8479314,8479314,2022-07-01,44
NSW,Drug offences,Manufacture drug,8479314,8479314,2022-07-01,5
NSW,Drug offences,Importing drugs,8479314,8479314,2022-07-01,15
NSW,Drug offences,Other drug offences,8479314,8479314,2022-07-01,447
NSW,Prohibited and regulated weapons offences,,8479314,8479314,2022-07-01,972
NSW,Disorderly conduct,Trespass,8479314,8479314,2022-07-01,812
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,2022-07-01,276
NSW,Disorderly conduct,Offensive language,8479314,8479314,2022-07-01,118
NSW,Disorderly conduct,Criminal intent,8479314,8479314,2022-07-01,213
NSW,Betting and gaming offences,,8479314,8479314,2022-07-01,4
NSW,Liquor offences,,8479314,8479314,2022-07-01,869
NSW,Pornography offences,,8479314,8479314,2022-07-01,76
NSW,Against justice procedures,Escape custody,8479314,8479314,2022-07-01,10
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,2022-07-01,1756
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,2022-07-01,4461
NSW,Against justice procedures,Fail to appear,8479314,8479314,2022-07-01,78
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,2022-07-01,453
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,2022-07-01,289
NSW,Transport regulatory offences,,8479314,8479314,2022-07-01,5125
NSW,Other offences,,8479314,8479314,2022-07-01,1195
NSW,Homicide,Murder *,8479314,8479314,2022-08-01,4
NSW,Homicide,Attempted murder,8479314,8479314,2022-08-01,1
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,2022-08-01,0
NSW,Homicide,Manslaughter *,8479314,8479314,2022-08-01,0
NSW,Assault,Domestic violence related assault,8479314,8479314,2022-08-01,2887
NSW,Assault,Non-domestic violence related assault,8479314,8479314,2022-08-01,2677
NSW,Assault,Assault Police,8479314,8479314,2022-08-01,249
NSW,Sexual offences,Sexual assault,8479314,8479314,2022-08-01,818
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,2022-08-01,756
NSW,Abduction and kidnapping,,8479314,8479314,2022-08-01,23
NSW,Robbery,Robbery without a weapon,8479314,8479314,2022-08-01,87
NSW,Robbery,Robbery with a firearm,8479314,8479314,2022-08-01,13
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,2022-08-01,59
NSW,Blackmail and extortion,,8479314,8479314,2022-08-01,143
NSW,Coercive Control,,8479314,8479314,2022-08-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,2022-08-01,3687
NSW,Other offences against the person,,8479314,8479314,2022-08-01,111
NSW,Theft,Break and enter dwelling,8479314,8479314,2022-08-01,1585
NSW,Theft,Break and enter non-dwelling,8479314,8479314,2022-08-01,681
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,2022-08-01,696
NSW,Theft,Motor vehicle theft,8479314,8479314,2022-08-01,1145
NSW,Theft,Steal from motor vehicle,8479314,8479314,2022-08-01,2321
NSW,Theft,Steal from retail store,8479314,8479314,2022-08-01,2090
NSW,Theft,Steal from dwelling,8479314,8479314,2022-08-01,1216
NSW,Theft,Steal from person,8479314,8479314,2022-08-01,140
NSW,Theft,Stock theft,8479314,8479314,2022-08-01,22
NSW,Theft,Fraud,8479314,8479314,2022-08-01,4105
NSW,Theft,Other theft,8479314,8479314,2022-08-01,1478
NSW,Arson,,8479314,8479314,2022-08-01,288
NSW,Malicious damage to property,,8479314,8479314,2022-08-01,4070
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,2022-08-01,204
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,2022-08-01,109
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,2022-08-01,1376
