sal_code,sal_name,total_population,completed_year12,total_labour_force,total_unemployed,median_weekly_household_income,served_in_adf,total_volunteers
12322,Lewisham (NSW),4060,2718,2507,88,2405,35,543
12323,Leycester,146,40,68,6,1600,3,24
12324,Liberty Grove,2055,1351,1140,62,2663,17,218
12325,Lidcombe,23663,14915,11663,810,1888,105,1569
12326,Liddell,0,0,0,0,2250,0,0
12327,Lidsdale,471,106,247,7,2083,11,53
12328,Lidster,301,136,167,4,2204,10,63
12329,Lightning Ridge,1946,461,621,64,792,49,245
12330,Lilli Pilli (Eurobodalla - NSW),647,290,255,12,1355,33,135
12331,Lilli Pilli (Sutherland Shire - NSW),1405,756,778,11,3625,23,214
12332,Lillian Rock,234,96,87,11,860,0,53
12333,Lilydale (NSW),19,4,8,0,1125,0,0
12334,Lilyfield,7641,4392,4138,175,2858,111,994
12335,Lilyvale (NSW),11,0,3,0,824,0,0
12336,Limbri,113,30,53,3,1166,6,7
12337,Limeburners Creek (Mid-Coast - NSW),327,88,139,10,1586,7,33
12338,Limeburners Creek (Port Macquarie-Hastings - NSW),32,17,19,3,2625,0,10
12339,Limekilns,115,51,61,0,1875,3,18
12340,Limerick,33,7,15,0,1875,0,8
12341,Limestone (NSW),14,10,4,0,2249,0,0
12342,Limpinwood,234,92,92,4,1235,8,39
12343,Linburn,59,13,20,0,1958,0,10
12344,Linden (NSW),471,233,245,4,2039,11,80
12345,Lindendale,263,127,139,0,1771,9,34
12346,Lindesay,38,10,16,0,1375,0,10
12347,Lindesay Creek,27,3,11,0,1312,0,7
12348,Lindfield,10943,7174,5462,217,2833,198,1748
12349,Lindifferon,47,18,22,0,1375,0,9
12350,Linley Point,382,242,198,6,3833,10,68
12351,Lionsville,14,4,7,0,8000,0,5
12352,Lisarow,5299,2284,2729,105,2087,132,648
12353,Lismore (NSW),3656,1344,1553,134,1035,61,426
12354,Lismore Heights,2117,889,1073,44,1294,62,318
12355,Liston,130,48,47,0,949,4,35
12356,Lithgow,4956,1478,2001,121,1010,134,534
12357,Little Back Creek,37,12,21,0,1687,0,5
12358,Little Bay,4817,2697,2403,70,2364,132,526
12359,Little Billabong,146,60,84,0,2125,4,22
12360,Little Forest,185,78,73,0,1218,0,44
12361,Little Hartley,629,270,300,0,1843,22,79
12362,Little Jacks Creek,24,8,15,0,1024,0,3
12363,Little Jilliby,102,18,38,0,1875,3,11
12364,Little Pelican,0,0,3,0,1750,0,3
12365,Little Plain,159,38,67,0,1649,5,27
12366,Little River (NSW),38,18,28,0,3124,0,13
12367,Little Topar,19,5,10,0,2250,0,7
12368,Little Wobby,23,13,12,0,1124,0,5
12369,Littleton,737,185,350,17,1161,11,83
12370,Liverpool,31078,14199,11235,1146,1303,228,1406
12371,Llanarth (NSW),2302,1036,1241,30,2348,45,324
12372,Llandilo,1618,371,759,18,1879,13,87
12373,Llangothlin,104,31,57,0,1542,0,23
12374,Lloyd,1509,618,880,19,2247,83,178
12375,Loadstone,34,15,19,4,949,5,12
12376,Lochiel (NSW),411,155,195,0,1586,7,71
12377,Lochinvar,1095,323,555,13,2287,22,92
12378,Lockhart,1019,275,432,21,1111,34,261
12379,Locksley (NSW),55,13,26,0,2312,0,8
12380,Loftus,4190,1894,2128,58,2425,81,567
12381,Loftville,265,60,95,19,570,15,25
12382,Logans Crossing,162,66,59,4,1416,9,29
12383,Logie Brae,47,25,36,0,1458,0,20
12384,Londonderry (NSW),4024,1052,2049,64,2158,75,277
12385,Long Beach,1758,648,730,31,1389,83,246
12386,Long Flat (NSW),112,38,56,0,974,3,26
12387,Long Jetty,6736,2337,2960,180,1201,150,591
12388,Long Plain (Inverell - NSW),44,9,23,0,1625,0,0
12389,Long Plain (Snowy Monaro Regional - NSW),0,0,0,0,0,0,0
12390,Long Point (Campbelltown - NSW),173,69,90,0,1775,6,24
12391,Long Point (Singleton - NSW),64,13,25,0,2083,0,5
12392,Longarm,23,6,8,0,725,0,0
12393,Longreach (NSW),72,37,40,0,2125,0,16
12394,Longueville,2116,1397,1090,38,4894,35,476
12395,Loomberah,552,205,323,11,2086,8,110
12396,Lord Howe Island,445,207,245,9,1699,20,110
12397,Lords Hill,33,13,21,0,1437,0,9
12398,Lorn,1465,675,792,32,1935,32,173
12399,Lorne (NSW),277,107,139,0,1542,10,47
12400,Lost River,94,34,55,0,2562,0,12
12401,Lostock,65,14,18,0,833,0,11
12402,Louisa Creek,10,0,3,0,1125,0,4
12403,Louth,74,33,37,0,1562,0,21
12404,Louth Park,922,394,538,21,3293,19,111
12405,Lovedale,502,219,262,0,2162,17,72
12406,Lovett Bay,117,78,62,3,2437,3,40
12407,Lowanna,359,85,142,15,820,9,46
12408,Lower Acacia Creek,36,7,15,0,1312,0,4
12409,Lower Bago,5,3,3,0,0,0,0
12410,Lower Belford,407,125,253,7,2374,12,67
12411,Lower Boro,217,82,116,6,1812,18,42
12412,Lower Bottle Creek,43,14,18,0,899,3,5
12413,Lower Creek,66,17,23,0,762,4,3
12414,Lower Duck Creek,27,0,15,0,1166,0,8
12415,Lower Dyraaba,43,11,11,0,612,0,5
12416,Lower Lewis Ponds,40,16,18,0,1583,3,8
12417,Lower Macdonald,244,71,116,12,1278,4,35
12418,Lower Mangrove,70,27,35,7,1312,0,11
12419,Lower Pappinbarra,136,33,55,4,1125,3,22
12420,Lower Peacock,5,0,0,0,900,0,0
12421,Lower Portland,711,227,358,14,1965,28,57
12422,Lower Southgate,112,38,71,0,1437,3,20
12423,Lowesdale,100,31,45,0,1874,4,26
12424,Lowther,69,28,31,0,1562,0,17
12425,Loxford,42,10,24,0,1375,0,5
12426,Lucas Heights,4,0,0,0,0,0,0
12427,Lucknow (NSW),277,97,160,4,1928,4,34
12428,Luddenham,1927,709,1039,20,2968,20,150
12429,Lue,216,72,105,0,1649,7,32
12430,Lugarno,5869,3259,2972,97,2721,104,726
12431,Lurnea,10057,3517,2817,235,1239,69,423
12432,Luskintyre,216,77,116,0,2536,4,28
12433,Lynchs Creek,106,38,47,0,1228,4,19
12434,Lyndhurst (Armidale Regional - NSW),41,20,24,0,1375,0,8
12435,Lyndhurst (Blayney - NSW),359,82,164,7,1362,6,52
12436,Lynwood (NSW),215,88,109,0,1946,5,57
12437,Mabins Well,8,4,3,0,2250,0,0
12438,Macdonalds Creek,11,3,3,0,725,0,3
12439,Macksville,2782,720,985,78,944,88,348
12440,Maclean,2778,849,951,72,965,88,370
12441,Macmasters Beach,1399,758,680,21,2190,20,286
12442,Macquarie Fields,14023,5649,5360,485,1374,189,853
12443,Macquarie Hills,3605,1444,2018,75,2241,89,373
12444,Macquarie Links,1455,833,808,33,3135,23,128
12445,Macquarie Marshes,0,0,0,0,0,0,0
12446,Macquarie Park,11071,8347,6770,526,1886,68,1158
12447,Macquarie Pass,0,0,0,0,0,0,0
12448,Maddens Plains,8,0,0,0,2749,0,0
12449,Maffra (NSW),22,14,5,0,1749,0,0
12450,Magenta (NSW),332,175,131,3,1843,18,47
12451,Magometon,26,14,17,0,1749,0,10
12452,Maianbar,539,268,291,8,2339,17,96
12453,Maimuru,145,55,90,0,1624,4,21
12454,Main Arm,640,251,264,19,1403,14,98
12455,Main Creek,95,35,42,0,1399,5,32
12456,Mairjimmy,37,18,29,0,2333,0,12
12457,Maison Dieu,175,42,89,0,2200,5,18
12458,Maitland (NSW),1972,690,932,73,1241,47,171
12459,Maitland Bar,21,9,12,0,850,0,4
12460,Maitland Vale,281,104,153,9,3050,8,34
12461,Majors Creek (NSW),290,100,119,0,1328,13,40
12462,Malabar,4714,1782,1605,61,1790,63,453
12463,Malabugilmah,35,0,3,0,725,0,3
12464,Maldon (NSW),25,4,7,0,1875,0,0
12465,Mallabula,963,253,399,14,1170,65,89
12466,Mallan,45,19,25,0,1749,0,14
12467,Mallanganee,137,36,40,0,912,7,28
12468,Mallee,8,3,5,0,1999,0,0
12469,Mallowa,97,41,54,0,2062,0,13
12470,Maloneys Beach,408,130,138,9,1095,21,44
12471,Malua Bay,2071,828,845,30,1423,83,306
12472,Manar,112,60,60,0,1978,9,18
12473,Manchester Square,27,16,11,0,2750,0,11
12474,Mandagery,82,28,41,0,1458,3,25
12475,Mandalong,433,168,220,3,1906,8,82
12476,Mandemar,64,27,36,0,1958,0,8
12477,Mandurama,345,127,180,9,1267,5,68
12478,Mangerton,2862,1507,1473,69,2147,33,367
12479,Mangoola,76,12,33,6,1375,0,6
12480,Mangoplah,291,103,163,3,2075,13,57
12481,Mangrove Creek,56,21,11,0,2125,0,14
12482,Mangrove Mountain,736,276,368,15,1816,17,78
12483,Manildra,822,203,391,17,1449,9,116
12484,Manilla,2386,557,893,48,994,75,317
12485,Manly (NSW),16296,11360,9793,347,3164,247,2612
12486,Manly Vale,6389,3873,3631,113,2351,74,770
12487,Mannering Park,2554,639,1125,60,1391,67,179
12488,Manning Point,229,43,64,8,693,22,33
12489,Mannus,225,25,38,0,1583,0,15
12490,Manobalai,76,13,37,0,1833,0,19
12491,Manton (NSW),350,165,183,3,2750,24,57
12492,Manyana,670,244,264,27,1095,13,88
12493,Maragle,84,41,43,0,1312,4,14
12494,Maraylya,1281,471,711,9,2607,21,146
12495,Marayong,7834,3537,3399,228,1593,67,462
12496,March,118,40,60,0,1937,4,23
12497,Marchmont,285,124,136,8,3187,16,54
12498,Mardi,3598,1475,1815,72,1955,74,331
12499,Marengo (NSW),8,6,4,0,1249,0,0
12500,Mares Run,0,0,0,0,0,0,0
12501,Marinna,36,21,30,0,2250,0,18
12502,Marks Point,1861,549,780,40,1122,56,181
12503,Markwell,144,32,72,0,1312,0,25
12504,Marlee,199,72,102,9,1362,12,50
12505,Marlo Merrican,60,22,30,0,949,0,5
12506,Marlow,35,12,15,6,1187,0,3
12507,Marlowe,8,0,5,0,1125,0,0
12508,Marmong Point,765,292,399,13,1916,23,108
12509,Marom Creek,146,63,98,4,1899,3,19
12510,Maroota,616,196,305,4,2079,11,68
12511,Maroubra,30722,18324,15779,723,2141,433,3164
12512,Marrangaroo,783,152,269,6,2283,10,78
12513,Marrar,363,92,205,8,1825,9,83
12514,Marrickville,26570,16434,15181,704,2170,219,2955
12515,Marsden Park,14610,7662,7340,286,2722,67,777
12516,Marsfield,12492,8007,6246,348,1943,131,1484
12517,Marshall Mount,177,65,98,0,2175,3,29
12518,Marshdale,46,19,18,0,1375,4,4
12519,Marthaguy,63,31,46,0,1875,0,19
12520,Martindale,168,54,101,0,1812,0,30
12521,Martins Creek,351,89,159,3,1485,5,42
12522,Martinsville,389,172,194,8,1821,5,92
12523,Marulan,1428,378,647,27,1484,28,135
12524,Maryland (Newcastle - NSW),7714,2798,4090,189,1793,180,657
12525,Maryland (Tenterfield - NSW),89,34,37,0,1042,0,20
12526,Marys Mount,99,38,57,0,1875,4,20
12527,Maryvale (NSW),190,65,105,0,1687,0,28
12528,Maryville,1671,906,986,46,2067,51,234
12529,Mascot,21591,14472,13044,763,2254,370,1507
12530,Matcham,1038,534,504,7,3360,17,167
12531,Matheson,50,11,24,0,1875,0,9
12532,Mathoura,1002,219,375,9,993,22,149
12533,Matong,159,32,63,0,780,3,44
12534,Matraville,9925,4935,4819,215,2075,121,851
12535,Maude (NSW),110,29,55,0,1781,0,18
12536,Maules Creek,87,30,48,4,1624,0,22
12537,Maxwell,90,34,48,0,2166,0,11
12538,Maybole,51,17,23,0,1333,4,7
12539,Mayers Flat,50,17,24,0,1125,0,3
12540,Mayfield (Newcastle - NSW),9760,4419,5189,289,1566,283,1010
12541,Mayfield (Oberon - NSW),3,0,0,0,1125,0,0
12542,Mayfield (Queanbeyan-Palerang Regional - NSW),57,14,28,0,1906,6,4
12543,Mayfield (Shoalhaven - NSW),36,13,15,0,780,0,11
12544,Mayfield East,1794,924,1035,40,1809,52,182
12545,Mayfield North,0,0,0,0,0,0,0
12546,Mayfield West,1993,854,1038,57,1592,69,208
12547,Mayrung,171,54,82,0,1478,4,39
12548,Mays Hill,1902,1194,1002,77,2076,5,127
12549,Mayvale,19,3,6,0,1125,0,0
12550,McCullys Gap,262,62,156,0,2299,5,57
12551,McDougalls Hill,131,38,60,0,1593,5,15
12552,McGraths Hill,2537,865,1381,36,2177,52,154
12553,McKees Hill,295,80,151,3,1728,4,59
12554,McKellars Park,210,74,100,5,1390,4,25
12555,McLeans Ridges,808,381,438,19,2305,28,149
12556,McLeods Shoot,113,50,49,0,2200,3,12
12557,McMahons Point,2315,1810,1463,63,2568,55,445
12558,McMahons Reef,68,22,39,0,1187,0,10
12559,Meadow Flat,356,111,169,0,2083,8,56
12560,Meadowbank (NSW),5089,3747,3308,163,1993,41,439
12561,Mebbin,0,0,0,0,0,0,0
12562,Mebul,61,14,25,0,1075,0,10
12563,Medlow Bath,569,328,270,10,1312,25,118
12564,Medowie,10879,3771,5568,224,2044,984,1069
12565,Medway,143,52,75,0,1899,5,17
12566,Meerschaum Vale,372,152,215,8,1968,11,66
12567,Megalong Valley,148,69,67,0,2042,3,22
12568,Megan,168,69,67,0,1015,0,38
12569,Melbergen,19,4,5,0,2250,0,0
12570,Melinga,112,32,52,5,1468,4,10
12571,Mellong,7,0,7,0,1125,0,0
12572,Mellool,43,15,20,0,1312,0,8
12573,Melonba,1439,842,803,25,2859,0,70
12574,Melrose Park (NSW),2059,1250,1102,42,2182,31,232
12575,Melville (NSW),64,27,27,0,1958,3,12
12576,Memagong,96,48,58,0,2062,3,27
12577,Menah,186,46,90,0,2214,3,30
12578,Menai,10419,5262,5759,190,2575,153,1040
12579,Menangle,1252,405,482,8,1476,42,125
12580,Menangle Park,224,57,97,0,1687,7,19
12581,Mendooran,626,161,231,15,928,19,113
12582,Menindee,537,106,177,16,885,10,59
12583,Merah North,129,51,75,0,1857,0,24
12584,Merewether,11788,6669,6798,212,2287,321,1820
12585,Merewether Heights,1495,754,751,26,3022,63,222
12586,Merimbula,3821,1588,1733,63,1146,131,691
12587,Meringo,143,55,68,0,1428,4,32
12588,Mernot,0,0,0,0,0,0,0
12589,Meroo,46,18,22,0,2250,0,11
12590,Meroo Meadow,474,202,241,3,2116,34,65
12591,Merotherie,24,7,19,0,1375,0,6
12592,Merriangaah,12,4,3,0,649,0,0
12593,Merricumbene,14,5,3,0,1062,0,3
12594,Merrigal,10,3,3,0,1649,0,0
12595,Merrill,38,14,24,0,2750,0,10
12596,Merriwa (NSW),1825,469,771,36,1208,34,323
12597,Merriwagga,124,29,63,3,1062,0,18
12598,Merrygoen,79,20,41,8,900,0,10
12599,Merrylands,32472,14683,11721,1115,1470,135,1604
12600,Merrylands West,7054,3034,2498,203,1394,54,333
12601,Merungle Hill,258,77,139,3,1768,7,51
12602,Meryla,9,4,0,0,725,0,0
12603,Metford,4707,1422,2322,160,1484,129,370
12604,Methul,60,18,33,0,1125,0,16
12605,Metz,117,65,59,0,1874,6,27
12606,Miamley,12,4,12,0,725,0,6
12607,Miandetta (NSW),23,7,6,0,2250,0,4
12608,Micalo Island,45,16,11,0,2124,3,5
12609,Michelago,642,294,337,9,2750,48,87
12610,Middle Arm,377,146,192,11,1531,18,54
12611,Middle Brook,260,83,134,0,1968,7,32
12612,Middle Brother,52,13,30,3,1343,0,5
12613,Middle Cove,1327,882,676,23,4446,18,234
12614,Middle Dural,1040,541,528,17,3067,20,144
12615,Middle Falbrook,73,18,31,0,1625,4,12
12616,Middle Flat,41,24,32,0,2250,4,8
12617,Middle Pocket,141,66,54,0,1718,4,25
12618,Middleton Grange,7043,3206,3020,151,2344,121,308
12619,Middlingbank,22,7,11,0,1187,0,4
12620,Midginbil,84,26,33,3,1542,3,8
12621,Mihi,32,19,17,0,2374,0,10
12622,Mila,55,21,27,0,1874,0,15
12623,Milbrodale,149,34,69,3,1449,4,9
12624,Milbrulong,119,46,70,6,1145,0,45
12625,Milkers Flat,3,3,0,0,549,0,4
12626,Millah Murrah,23,8,16,0,4499,0,0
12627,Millbank (NSW),113,27,44,3,774,5,11
12628,Miller,3374,1002,797,125,825,24,125
12629,Millers Forest,357,84,192,9,1971,4,37
12630,Millers Point,1735,1285,1050,42,3160,50,253
12631,Millfield,1282,359,579,28,1668,26,82
12632,Millie,14,9,11,0,1375,0,0
12633,Millingandi,519,175,185,9,859,23,78
12634,Millthorpe,1347,556,650,8,2071,28,200
12635,Milparinka,67,16,28,0,1875,0,22
12636,Milperra,4074,1632,1902,69,2117,73,356
12637,Milroy (Gunnedah - NSW),72,35,54,0,2250,0,11
12638,Milroy (Mid-Western Regional - NSW),61,18,35,0,3250,0,11
12639,Milsons Passage,32,20,15,0,949,0,14
12640,Milsons Point,2529,1908,1550,52,3267,47,383
12641,Milton (NSW),1801,680,698,19,1325,63,285
12642,Milvale,89,27,48,3,1233,0,17
12643,Mimosa (NSW),70,25,42,0,1562,0,17
12644,Minchinbury,5778,2609,2874,148,2208,47,369
12645,Mindaribba,97,42,52,0,2583,0,10
12646,Mingoola (NSW),7,3,4,0,474,0,0
12647,Minimbah,199,67,88,0,1375,7,29
12648,Minjary,55,10,24,0,1812,0,5
12649,Minmi,700,223,383,10,1899,19,65
12650,Minnamurra,804,320,339,5,1577,16,135
12651,Minnie Water,212,77,77,11,1140,3,43
12652,Minore,194,45,110,0,1833,0,22
12653,Minto,13940,6123,5840,426,1646,122,761
12654,Minto Heights,384,141,160,5,2178,6,30
12655,Mirador,519,231,219,0,1662,28,95
12656,Miranda (NSW),17942,8677,9005,348,1920,386,1518
12657,Mirannie,55,18,29,0,1125,5,5
12658,Mirrabooka (NSW),809,287,407,19,1557,21,70
12659,Mirrool,79,16,36,0,1416,0,27
12660,Missabotti,246,89,103,9,1152,9,31
12661,Mitchell (NSW),1179,295,267,23,779,10,80
12662,Mitchells Flat,242,56,133,0,2905,6,36
12663,Mitchells Island,462,119,184,10,1304,12,64
12664,Mittagong,6090,2760,2816,107,1425,136,938
12665,Moama,7213,2194,3254,104,1348,182,880
12666,Modanville,614,215,308,8,1687,13,109
12667,Mogareeka,67,33,24,0,1274,0,18
12668,Mogendoura,238,94,106,3,1147,5,47
12669,Moggs Swamp,19,0,16,0,2083,0,6
12670,Mogilla,100,39,50,0,1174,0,23
12671,Mogo (Eurobodalla - NSW),332,77,122,10,1208,8,25
12672,Mogo (Mid-Western Regional - NSW),9,6,0,0,1749,0,4
12673,Mogo Creek,10,4,0,0,450,0,0
12674,Mogood,21,11,13,0,900,0,5
12675,Mograni,34,13,21,0,1375,0,5
12676,Mogriguy,122,35,75,0,1583,7,14
12677,Mole River,89,27,43,0,837,9,17
12678,Moleville Creek,42,15,23,0,2583,0,12
12679,Mollyan,48,10,24,0,1125,0,14
12680,Mollymook,1195,515,534,19,1346,50,201
12681,Mollymook Beach,2531,1043,972,25,1247,90,439
12682,Molong,2595,811,1196,25,1376,58,436
12683,Mona Vale,10877,5757,5535,198,2296,209,1460
12684,Monak,60,15,31,0,1625,4,8
12685,Monaltrie,235,75,112,8,1471,7,18
12686,Mondayong,9,3,0,0,2750,0,0
12687,Mondrook,167,59,70,5,1388,3,27
12688,Monga,27,14,15,0,1292,0,9
12689,Mongarlowe,121,59,63,3,1281,3,38
12690,Mongogarie,85,20,32,0,1312,3,13
12691,Monia Gap,22,5,11,0,2250,0,0
12692,Monivae,30,12,14,0,2250,0,9
12693,Monkerai,102,33,43,0,1281,0,18
12694,Monteagle,213,59,104,0,1238,0,25
12695,Montecollum,67,39,27,0,1281,5,19
12696,Montefiores,630,193,297,18,1640,18,73
12697,Monterey,4619,2526,2216,107,1785,38,330
12698,Mooball,193,60,89,0,1354,8,13
12699,Moobi,168,80,109,0,2388,0,26
12700,Moogem,0,0,0,0,0,0,0
12701,Mookerawa,24,11,13,0,949,0,0
12702,Mookima Wybra,43,8,9,0,899,0,6
12703,Moolarben,10,0,3,0,1875,0,0
12704,Moollattoo,0,0,0,0,0,0,0
12705,Moolpa,18,9,4,0,2374,0,0
12706,Moombooldool,26,9,14,0,1312,0,3
12707,Moonan Brook,19,0,14,0,492,0,3
12708,Moonan Flat,131,50,63,0,1458,9,26
12709,Moonbah,564,237,328,4,2183,15,106
12710,Moonbi,1201,304,542,20,1354,49,162
12711,Moonbria,8,4,4,0,1625,0,3
12712,Mooneba,71,20,30,0,1291,0,15
12713,Moonee,0,0,0,0,0,0,0
12714,Moonee Beach,2176,834,1100,47,1875,57,275
12715,Mooney Mooney,350,152,174,4,1978,9,56
12716,Mooney Mooney Creek,27,10,14,0,1749,0,8
12717,Moonpar,21,4,12,0,2124,0,9
12718,Mooral Creek,105,26,41,4,1274,0,21
12719,Moorara,0,0,0,0,0,0,0
12720,Moorbel,251,78,120,10,1645,9,45
12721,Moore Creek,2868,1073,1599,24,2523,79,394
12722,Moore Park,18,16,11,0,3874,0,5
12723,Moorebank,11408,5184,5169,244,2201,139,703
12724,Moorilda,38,10,21,0,1062,0,5
12725,Moorland (NSW),516,139,238,10,1260,9,68
12726,Moorong,175,64,95,0,2949,8,33
12727,Moorwatha,60,23,36,0,2250,0,18
12728,Moparrabah,123,22,37,3,725,3,14
12729,Moppy,8,7,9,0,1375,0,9
12730,Morago,50,22,29,0,2083,0,13
12731,Morangarell,34,17,23,0,1375,0,9
12732,Morans Crossing,55,24,30,0,1274,0,10
12733,Moree,8962,2537,3895,151,1575,113,1032
12734,Morisset,4078,1113,1337,118,959,119,461
12735,Morisset Park,1085,349,484,26,1858,26,136
12736,Morning Bay,31,20,15,0,1791,0,13
12737,Mororo,115,43,61,0,1624,3,18
12738,Morpeth,1686,632,646,28,1122,71,259
12739,Mortdale,10745,6049,5684,261,1995,140,971
12740,Mortlake (NSW),1954,1289,1241,48,2347,45,168
12741,Morton,225,78,106,0,1542,8,17
12742,Mortons Creek,309,102,156,3,1640,7,54
12743,Morts Estate,545,156,243,14,1133,20,62
12744,Morundah,81,14,37,0,1218,4,15
12745,Moruya,4295,1406,1735,60,1140,121,654
12746,Moruya Heads,1125,448,479,13,1357,42,219
12747,Morven (Glen Innes Severn - NSW),0,0,0,0,0,0,0
12748,Morven (Greater Hume Shire - NSW),125,45,58,0,1541,0,28
12749,Mosman,28329,19123,14676,522,2892,583,4820
12750,Moss Vale,9310,3790,4439,148,1511,244,1247
12751,Mossgiel,26,0,7,0,450,0,0
12752,Mossy Point,608,308,307,9,1759,29,131
12753,Moto,144,36,64,0,1075,9,7
12754,Moulamein,489,115,194,4,1116,13,95
12755,Mount Adrah,49,14,25,0,1875,5,6
12756,Mount Annan,11784,4849,6469,242,2493,200,894
12757,Mount Aquila,6,0,6,0,1374,0,0
12758,Mount Arthur,109,43,65,4,1437,6,16
12759,Mount Austin,4035,1002,1602,105,1124,120,338
12760,Mount Burrell,276,110,91,0,815,3,50
12761,Mount Colah,7816,4438,4375,157,2505,104,1076
12762,Mount Collins,11,3,3,0,725,0,0
12763,Mount Cooper (NSW),8,4,7,0,1312,0,3
12764,Mount Darragh,25,12,11,0,474,0,3
12765,Mount David,51,6,23,0,687,0,4
12766,Mount Dee,14,0,8,0,1999,0,0
12767,Mount Druitt,16986,7651,6654,611,1478,84,954
12768,Mount Elliot (NSW),169,89,88,3,2583,8,28
12769,Mount Fairy,244,124,129,4,2324,23,46
12770,Mount Foster,18,6,13,0,3124,0,4
12771,Mount Frome,120,57,64,0,2399,0,17
12772,Mount George (NSW),337,76,123,12,1199,10,47
12773,Mount Harris,33,18,22,0,2750,0,13
12774,Mount Hope (NSW),16,5,5,0,900,0,0
12775,Mount Horeb,22,7,13,0,1499,0,0
12776,Mount Hunter,749,266,383,16,2200,17,74
12777,Mount Hutton (NSW),3712,1244,1747,72,1519,115,296
12778,Mount Irvine,22,10,5,0,899,0,4
12779,Mount Keira,1691,880,905,35,2476,27,250
12780,Mount Kembla,1083,517,555,17,2824,7,182
12781,Mount Kingiman,14,5,9,0,3250,0,3
12782,Mount Knowles,40,15,18,0,1937,0,7
12783,Mount Kuring-Gai,1766,911,913,19,2428,30,309
12784,Mount Lambie,65,18,28,0,1874,0,3
12785,Mount Lewis,1234,582,425,20,1539,19,85
12786,Mount Lindsey,0,0,0,0,0,0,0
12787,Mount Marsden,54,15,19,0,860,0,9
12788,Mount Marsh,0,0,0,0,0,0,0
12789,Mount Mitchell,106,25,47,7,1174,8,25
12790,Mount Murray,53,23,25,0,2124,5,6
12791,Mount Olive (Oberon - NSW),28,10,22,0,2250,5,4
12792,Mount Olive (Singleton - NSW),135,47,77,0,2399,0,35
12793,Mount Ousley,1611,821,826,30,2293,36,211
12794,Mount Panorama,101,44,56,0,2083,4,25
12795,Mount Pleasant (NSW),1397,767,727,14,2862,19,213
12796,Mount Pritchard,10426,4125,3699,284,1396,75,511
12797,Mount Rankin,428,183,223,3,2437,7,56
12798,Mount Rivers,60,22,36,0,1875,0,4
12799,Mount Riverview,3074,1426,1504,46,2248,103,455
12800,Mount Royal,25,9,7,0,762,3,9
12801,Mount Russell,111,42,68,9,1437,5,17
12802,Mount Saint Thomas,1449,613,723,31,1835,18,134
12803,Mount Seaview,28,5,17,0,1125,0,5
12804,Mount Tenandra,24,13,15,0,1458,0,6
12805,Mount Thorley,86,20,41,0,2437,3,5
12806,Mount Tomah,68,42,38,0,2125,0,23
12807,Mount Vernon,1235,475,605,10,3177,11,66
12808,Mount Victoria,945,494,426,19,1197,32,156
12809,Mount View,114,38,52,0,2187,0,9
12810,Mount Vincent,380,161,210,6,2294,12,51
12811,Mount Warning,148,45,35,0,833,0,16
12812,Mount Warrigal,4880,1431,2025,122,1365,88,339
12813,Mount Werong,3,0,0,0,0,0,0
12814,Mount White,171,58,83,0,1147,3,20
12815,Mount Wilson,81,47,27,0,2250,5,30
12816,Mountain Creek (NSW),65,22,27,0,1375,4,19
12817,Mountain Lagoon,78,43,35,0,1625,0,33
12818,Mountain Top,45,24,27,0,1375,0,15
12819,Mountain View (NSW),208,56,98,6,1399,3,25
12820,Mourquong,75,15,31,0,1625,0,6
12821,Mowbray Park,94,27,54,0,2583,0,4
12822,Mozart,58,19,26,0,1875,0,9
12823,Mudgee,11457,3787,5598,208,1678,245,1294
12824,Mulbring,682,215,322,6,2067,18,81
12825,Mulgoa,2044,757,1070,27,2533,42,236
12826,Mulgrave (NSW),78,29,48,0,1812,0,3
12827,Mulguthrie,19,4,7,0,1625,0,0
12828,Muli Muli,90,12,10,8,599,0,6
12829,Mulla,21,3,5,0,2749,0,0
12830,Mulla Creek,87,24,46,0,1390,5,13
12831,Mullaley,174,59,88,0,1292,5,44
12832,Mullamuddy,95,32,46,0,1562,0,8
12833,Mullaway,607,250,301,7,1760,9,91
12834,Mullengandra,122,43,67,0,2062,0,28
12835,Mullengudgery,38,15,24,0,1374,0,7
12836,Mullion,89,56,62,0,2437,8,26
12837,Mullion Creek,561,163,303,3,1800,13,71
12838,Mulloon,129,61,73,0,2416,3,22
12839,Mullumbimby,4180,1871,1903,105,1355,65,709
12840,Mullumbimby Creek,512,262,231,8,1488,0,103
12841,Mulwala,2557,714,1044,22,1185,78,304
12842,Mulyandry,38,14,14,0,1875,0,3
12843,Mumbil,298,58,102,12,864,11,42
12844,Mumblebone Plain,9,4,6,0,2125,0,4
12845,Mumbulla Mountain,0,0,0,0,0,0,0
12846,Mummel,129,54,73,3,2374,0,38
12847,Mummulgum,105,14,51,4,1031,0,13
12848,Mundamia,85,17,42,0,1406,3,15
12849,Mundarlo,51,21,34,0,1687,0,15
12850,Munderoo,58,14,29,0,1625,0,13
12851,Mundongo,246,76,127,0,2295,10,47
12852,Mungay Creek,133,30,51,4,1266,3,12
12853,Munghorn,0,0,0,0,0,0,0
12854,Mungindi (NSW),487,136,224,3,1166,5,83
12855,Mungo,0,0,0,0,1375,0,0
12856,Mungo Brush,0,0,0,0,0,0,0
12857,Munni,38,15,17,0,1024,0,6
12858,Munyabla,72,22,32,0,1624,0,17
12859,Murga,58,17,25,0,1625,4,20
