sal_code,sal_name,total_population,completed_year12,total_labour_force,total_unemployed,median_weekly_household_income,served_in_adf,total_volunteers
11158,Cumbo,3,0,3,0,2750,0,0
11159,Cumborah,198,48,63,11,497,13,46
11160,Cumnock,491,140,200,8,1184,16,100
11161,Cundle Flat,12,8,4,0,1125,0,0
11162,Cundletown,2050,534,864,40,1305,54,224
11163,Cundumbul,44,16,25,0,1875,0,8
11164,Cunjurong Point,111,57,51,3,1337,4,21
11165,Cunningar,163,56,78,3,1333,3,41
11166,Cunninyeuk,24,11,12,0,2249,0,5
11167,Curban,137,42,79,0,1765,5,35
11168,Curl Curl,2364,1352,1282,47,3870,27,395
11169,Curlew Waters,21,4,8,0,1649,0,5
11170,Curlewis (NSW),779,175,390,26,1403,17,80
11171,Curlwaa,496,122,237,11,1589,14,59
11172,Curra Creek,43,21,23,0,762,0,17
11173,Currabubula,339,99,177,3,1553,4,52
11174,Curragh,0,0,0,0,0,0,0
11175,Curramore (NSW),220,96,93,9,2178,0,54
11176,Currans Hill,5541,2076,2961,89,2170,70,330
11177,Currarong,479,194,188,7,1197,24,100
11178,Currawang,167,74,101,5,2449,9,33
11179,Currawarna,199,57,100,4,1875,4,33
11180,Curraweela,67,27,44,0,1375,3,11
11181,Curricabark,8,6,4,0,4249,0,0
11182,Currowan,72,15,24,0,1458,0,9
11183,Cuttabri,37,9,19,0,1749,0,3
11184,Cuttagee,61,35,15,0,949,4,24
11185,Dabee,42,14,17,0,1375,0,4
11186,Daceyville,1146,444,294,37,651,10,91
11187,Dairy Arm,43,19,17,0,1166,0,14
11188,Dairy Flat,22,8,9,0,474,0,0
11189,Dairymans Plains,183,64,103,0,1875,0,40
11190,Daleys Point,705,302,257,8,1227,29,86
11191,Dalgety,252,95,127,3,1375,6,41
11192,Dalmeny,2194,751,718,27,1092,99,318
11193,Dalmorton,6,0,5,0,900,0,4
11194,Dalswinton,57,17,37,0,1812,0,3
11195,Dalton,230,84,101,0,1531,8,43
11196,Dalwood (Ballina - NSW),218,94,133,0,2181,8,31
11197,Dalwood (Singleton - NSW),111,39,62,0,2625,0,12
11198,Dandaloo,38,15,24,0,1958,0,10
11199,Dandry,65,16,15,0,900,0,13
11200,Dangar Island,313,193,152,8,1857,8,123
11201,Dangarsleigh,120,64,70,0,1910,6,28
11202,Dangelong,6,6,4,0,2750,0,0
11203,Dapto,10954,3442,5147,259,1475,194,887
11204,Darawank,451,103,197,15,1285,18,37
11205,Darbalara,62,19,33,0,2125,4,16
11206,Darbys Falls,243,54,84,0,845,4,35
11207,Dareton,456,78,118,15,823,11,36
11208,Dargan,83,45,38,0,1160,0,29
11209,Dark Corner,45,19,18,0,899,3,9
11210,Darkes Forest,95,47,63,0,2624,0,26
11211,Darkwood,237,100,86,3,949,6,56
11212,Darling Point,3977,2855,2099,73,3219,87,680
11213,Darlinghurst,10615,8103,7327,332,2279,145,1505
11214,Darlington (Singleton - NSW),378,116,199,7,1786,12,36
11215,Darlington (Sydney - NSW),2597,2124,1640,140,2392,25,534
11216,Darlington Point,1030,223,505,24,1312,19,112
11217,Darlow,30,11,17,0,1937,0,9
11218,Daroobalgie,88,19,46,0,2049,0,12
11219,Dartbrook,110,42,59,0,2449,0,17
11220,Daruka,770,305,439,4,2327,21,127
11221,Davidson,2725,1563,1443,45,3254,42,430
11222,Davis Creek,34,8,23,0,1125,0,6
11223,Davistown,2602,903,1111,41,1380,89,248
11224,Dawes Point,385,304,242,0,4708,7,81
11225,Daysdale,83,22,37,0,1281,0,19
11226,Dean Park,3180,1340,1460,75,1846,25,153
11227,Deauville,29,13,19,0,1624,0,8
11228,Debenham,5,0,0,0,749,0,0
11229,Dee Why,23354,14250,14307,523,2106,253,2134
11230,Deep Creek (Clarence Valley - NSW),12,4,3,0,4750,0,3
11231,Deep Creek (Kempsey - NSW),100,17,35,0,1071,7,6
11232,Deep Creek (Kyogle - NSW),20,6,9,0,1087,0,3
11233,Deepwater (NSW),456,118,168,11,763,29,81
11234,Deer Vale,128,45,60,0,1125,5,24
11235,Delegate,295,89,117,9,785,9,63
11236,Delungra,625,142,255,13,1054,16,90
11237,Denham Court,9129,4697,4277,191,2448,64,871
11238,Denhams Beach,650,222,203,0,1323,24,78
11239,Deniliquin,7432,2094,3370,133,1221,173,1218
11240,Denistone,3726,2388,1886,76,2683,61,545
11241,Denistone East,2292,1343,1074,43,2424,11,282
11242,Denistone West,947,565,457,28,2579,10,132
11243,Denman,1821,428,869,27,1427,38,280
11244,Depot Beach,34,19,15,0,1937,0,10
11245,Derriwong,38,3,10,0,899,0,12
11246,Deua,0,0,0,0,0,0,0
11247,Deua River Valley,52,27,7,0,1125,5,15
11248,Devils Hole,10,4,7,0,1416,0,5
11249,Dewitt,11,6,3,0,466,0,0
11250,Dharruk,2806,959,979,83,1467,32,158
11251,Dhulura,42,20,25,0,3124,0,17
11252,Dhuragoon,38,10,22,0,1375,0,16
11253,Diamond Beach,1012,378,444,23,1331,24,160
11254,Diamond Head,7,0,0,0,225,0,0
11255,Diehard,62,7,8,3,420,0,9
11256,Diggers Camp,13,9,4,0,575,0,10
11257,Dignams Creek,82,37,31,0,1104,8,28
11258,Dilkoon,40,8,14,0,1042,0,3
11259,Dilpurra,29,13,18,0,1312,0,7
11260,Dingo Forest,0,0,0,0,0,0,0
11261,Dinoga,51,12,22,0,1312,0,7
11262,Dirnaseer,89,27,47,0,1687,0,21
11263,Dirty Creek,106,41,54,3,1125,0,13
11264,Dobies Bight,117,32,60,0,1583,3,14
11265,Doctor George Mountain,65,35,26,0,1187,6,19
11266,Doctors Gap,25,4,8,6,624,0,3
11267,Dog Rocks,7,0,0,0,1625,0,0
11268,Dolans Bay,699,372,382,11,3542,12,70
11269,Dolls Point,1633,902,850,41,1708,31,122
11270,Dollys Flat,65,27,36,0,1208,8,22
11271,Dolphin Point,354,143,172,13,1488,7,44
11272,Dombarton,130,61,70,0,2094,0,21
11273,Donald Creek,39,7,17,0,1375,0,10
11274,Dondingalong,712,210,322,24,1164,20,76
11275,Doon Doon,92,29,37,0,1062,0,13
11276,Doonbah,298,70,80,5,876,22,37
11277,Doonside,13614,5934,5664,424,1582,92,888
11278,Dooralong,350,145,179,0,2833,6,51
11279,Dora Creek,1739,540,769,53,1401,55,180
11280,Dorrigo,1214,403,459,18,925,43,291
11281,Dorrigo Mountain,88,44,44,3,1156,9,27
11282,Dorroughby,158,80,87,3,1625,3,37
11283,Double Bay,4709,3439,2736,100,3077,56,679
11284,Doubtful Creek,162,49,79,9,1160,3,11
11285,Douglas Park,1386,470,692,11,2250,35,176
11286,Dover Heights,4044,2644,2015,75,3877,19,718
11287,Downside,124,41,80,0,2583,0,32
11288,Doyalson,299,77,142,12,1433,11,25
11289,Doyalson North,383,53,55,3,691,25,35
11290,Doyles Creek,39,6,20,0,1562,0,4
11291,Doyles River,0,0,0,0,0,0,0
11292,Drake,244,59,50,6,698,4,35
11293,Drake Village,95,24,26,8,687,0,21
11294,Drildool,23,4,16,0,1416,0,4
11295,Dripstone,68,27,34,0,1125,0,7
11296,Drummoyne,12011,7420,6680,208,2776,176,1531
11297,Dry Creek (NSW),50,19,30,0,2374,0,11
11298,Dry Plain,42,14,28,0,1875,0,5
11299,Dubbo,43516,15205,21636,718,1690,770,4834
11300,Duck Creek,50,13,23,0,1124,0,14
11301,Duckenfield,92,25,40,0,1343,0,0
11302,Duckmaloi,44,13,24,0,2249,0,8
11303,Dudley,2505,1174,1279,54,2487,61,354
11304,Duffys Forest,509,292,269,13,4250,12,89
11305,Dulguigan,143,57,74,0,2150,4,16
11306,Dulwich Hill,14046,8610,8152,353,2095,113,1741
11307,Dum Dum,125,49,54,10,1771,5,15
11308,Dumaresq,80,43,49,0,1687,4,11
11309,Dumaresq Island,70,34,34,0,2583,3,16
11310,Dumaresq Valley,29,14,21,0,1125,0,4
11311,Dumbudgery,0,0,0,0,0,0,0
11312,Dunbible,380,147,160,4,1949,15,60
11313,Dunbogan,1020,326,342,25,947,61,177
11314,Duncans Creek,70,14,38,0,1375,0,7
11315,Dundas (NSW),4959,2838,2357,128,1962,119,594
11316,Dundas Valley,5875,3198,2675,135,1835,59,583
11317,Dundee,152,58,79,0,1228,4,33
11318,Dundurrabin,121,27,24,3,492,5,16
11319,Dunedoo,1097,305,447,27,985,25,228
11320,Dungarubba,52,15,29,0,1624,0,5
11321,Dungay,225,66,107,11,1406,4,31
11322,Dungeree,6,4,4,0,3250,0,4
11323,Dungog,1983,523,801,37,1045,73,333
11324,Dungowan,366,101,192,4,1805,13,63
11325,Dunkeld (NSW),42,22,27,0,1499,0,3
11326,Dunmore (NSW),318,105,156,9,2214,0,25
11327,Dunolly (NSW),136,27,67,9,933,0,5
11328,Dunoon,840,339,385,14,1510,24,123
11329,Duns Creek,582,234,311,7,2236,21,88
11330,Dunville Loop,13,3,7,0,1375,0,5
11331,Dural (Hornsby - NSW),7900,4163,3805,140,2489,131,1020
11332,Dural (Singleton - NSW),0,0,0,0,0,0,0
11333,Duramana,248,100,133,4,1949,3,28
11334,Duranbah,226,96,116,4,1850,4,30
11335,Duri,463,159,263,3,1696,18,68
11336,Duroby,74,28,37,0,939,0,9
11337,Durran Durra,114,50,52,0,2062,6,28
11338,Durras North,50,24,24,0,1812,3,15
11339,Durren Durren,96,27,44,0,2250,0,12
11340,Duval,0,0,0,0,725,0,0
11341,Dyers Crossing,346,96,146,3,1149,10,34
11342,Dyraaba,113,26,51,0,1300,0,11
11343,Dyrring,102,31,44,0,2250,0,12
11344,Eagle Vale,5789,2246,2672,176,1785,78,370
11345,Eagleton,205,68,91,5,1421,4,38
11346,Earlwood,18053,9324,8386,332,2164,133,1556
11347,East Albury,6224,2784,3312,123,1508,210,927
11348,East Ballina,5882,2636,2841,84,1554,162,883
11349,East Branxton,1881,534,1004,41,2024,46,146
11350,East Coraki,222,67,131,0,1625,8,30
11351,East Corrimal,3432,1473,1718,83,1518,58,440
11352,East Gosford,4391,2002,2061,95,1330,105,516
11353,East Gresford,338,85,157,3,1375,10,56
11354,East Hills,3370,1594,1574,48,1829,29,278
11355,East Jindabyne,1067,552,637,4,2349,24,201
11356,East Kangaloon,80,52,51,0,2125,4,11
11357,East Kempsey,1336,381,569,30,1116,40,147
11358,East Killara,2895,1908,1307,48,3005,26,379
11359,East Kurrajong,2203,789,1249,38,2757,50,248
11360,East Lindfield,3710,2363,1708,72,3457,57,677
11361,East Lismore,4980,1883,2333,133,1236,98,643
11362,East Lynne,94,37,43,4,1325,9,10
11363,East Maitland,11860,4303,5774,290,1422,426,1230
11364,East Ryde,2522,1474,1336,55,3240,30,392
11365,East Seaham,353,116,200,9,2250,9,55
11366,East Tamworth,5417,2405,2832,111,1711,133,919
11367,East Wagga Wagga,213,74,107,7,1452,12,18
11368,East Wardell,312,85,165,3,1550,6,36
11369,Eastern Creek,874,300,364,19,1861,8,52
11370,Eastgardens,4086,2637,2276,127,2232,118,287
11371,Eastlakes,6347,3314,2837,187,1300,51,415
11372,Eastwood (NSW),18695,12218,8992,519,1945,129,2008
11373,Eatonsville,214,56,84,4,1449,9,37
11374,Ebenezer (NSW),1081,357,569,11,2261,31,121
11375,Ebor,149,43,66,0,1270,5,30
11376,Eccleston,27,17,10,0,1312,4,11
11377,Edderton,4,0,4,0,1875,0,0
11378,Eden,3350,911,1254,70,1025,105,478
11379,Eden Creek,136,49,61,0,1028,3,30
11380,Edensor Park,10279,4438,3882,262,1817,33,516
11381,Edenville,80,10,30,0,900,5,3
11382,Edgecliff,2499,1832,1473,55,2321,38,356
11383,Edgeroi,96,41,45,0,2583,3,20
11384,Edgeworth,6401,1772,3021,138,1435,184,511
11385,Edith (NSW),120,44,61,0,1174,0,19
11386,Edmondson Park,12080,6513,5870,310,2562,110,685
11387,Edrom,0,0,0,0,0,0,0
11388,Eenaweena,21,6,5,0,900,0,3
11389,Eglinton (NSW),3012,1089,1585,46,2054,77,335
11390,Eighteen Mile,3,0,0,0,500,0,0
11391,Elands,178,70,58,7,642,6,53
11392,Elanora Heights,4581,2358,2420,50,3052,82,663
11393,Elcombe,25,8,15,0,449,0,4
11394,Elderslie (Camden - NSW),7878,3053,4074,127,2150,137,701
11395,Elderslie (Singleton - NSW),131,43,78,0,2550,11,24
11396,Eleebana,6460,2916,3207,98,2227,185,872
11397,Elermore Vale,6057,2400,2891,143,1567,202,643
11398,Elizabeth Bay,4878,3835,3259,153,2116,118,773
11399,Elizabeth Beach,259,95,109,3,1583,6,34
11400,Elizabeth Hills,3208,1570,1391,65,2413,12,154
11401,Ellalong,1351,344,647,44,1697,35,107
11402,Elland,331,90,167,9,1437,16,38
11403,Ellangowan (NSW),318,67,141,4,1375,8,47
11404,Ellenborough,171,37,54,4,730,4,22
11405,Ellerslie (Snowy Valleys - NSW),39,17,23,0,1875,0,10
11406,Ellerslie (Wentworth - NSW),56,7,23,0,1999,0,12
11407,Ellerston,123,45,86,5,1446,4,10
11408,Ellis Lane,852,306,398,12,2269,22,95
11409,Elong Elong,142,39,64,0,1145,0,19
11410,Elrington,155,48,72,0,1843,4,16
11411,Elsmore,358,161,76,5,1199,3,164
11412,Eltham (NSW),332,174,183,11,1978,4,46
11413,Elvina Bay,80,56,44,0,1958,7,26
11414,Emerald Beach,2677,1106,1343,56,1813,61,331
11415,Emerald Hill,137,40,71,0,1708,5,30
11416,Emerton,2295,703,749,86,1238,13,91
11417,Emmaville,505,114,163,10,748,33,73
11418,Empire Bay,2522,943,1202,42,1884,55,259
11419,Empire Vale,185,68,101,0,1428,12,32
11420,Emu Heights (NSW),3205,1310,1804,51,2398,70,368
11421,Emu Plains,8126,3098,3936,123,1877,186,852
11422,Emu Swamp,156,80,79,0,2687,0,33
11423,Endrick,0,0,0,0,0,0,0
11424,Enfield (NSW),2992,1704,1442,92,1742,19,254
11425,Engadine,17736,7533,9088,244,2303,355,1979
11426,Englorie Park,361,167,185,0,1653,6,22
11427,Enmore (Armidale Regional - NSW),34,11,13,0,1687,3,7
11428,Enmore (Inner West - NSW),3871,2678,2543,112,2309,50,549
11429,Enngonia,183,34,48,0,1562,0,25
11430,Environa,0,0,0,0,0,0,0
11431,Epping (NSW),29551,19677,15231,828,2243,249,3517
11432,Eraring,221,92,92,0,1981,4,50
11433,Eremerang,21,6,13,0,1937,0,6
11434,Erigolia,29,9,17,0,2249,0,4
11435,Erin Vale,36,12,23,0,1937,0,6
11436,Erina,5205,1897,1651,62,1010,167,540
11437,Erina Heights,454,212,254,6,2819,8,57
11438,Ermington,12686,6821,6011,319,1993,354,1053
11439,Erowal Bay,652,222,276,11,1407,36,78
11440,Errowanbang,52,18,24,0,1833,0,7
11441,Erskine Park,6486,2604,3564,153,2349,70,362
11442,Erskineville,9657,7306,7024,224,3020,115,1273
11443,Erudgere,108,37,53,0,2791,5,27
11444,Eschol Park,2607,987,1265,60,1851,49,162
11445,Esk (NSW),0,0,0,0,0,0,0
11446,Essington,99,41,49,0,1874,0,20
11447,Estella,2541,1087,1325,38,1920,97,315
11448,Ettalong Beach,5161,1877,2000,126,1077,129,491
11449,Ettamogah,92,27,43,0,2333,0,15
11450,Ettrema,0,0,0,0,0,0,0
11451,Ettrick (NSW),149,52,71,0,1202,5,25
11452,Euabalong,125,19,58,5,825,0,13
11453,Euabalong West,20,3,14,0,1125,0,4
11454,Euberta,130,64,80,0,1812,6,26
11455,Euchareena,170,48,80,0,900,6,28
11456,Eucumbene,28,20,17,0,849,0,7
11457,Eugowra,862,214,374,7,1245,24,129
11458,Eulah Creek,84,27,44,0,2250,0,17
11459,Eumungerie,384,92,176,4,1288,15,39
11460,Eunanoreenya,165,77,102,0,2299,0,34
11461,Eungai Creek,397,98,156,13,1075,4,60
11462,Eungai Rail,208,55,91,12,979,3,15
11463,Eungella (NSW),350,134,150,5,1012,9,61
11464,Eureka (NSW),353,168,172,6,1944,10,69
11465,Eurimbla,44,25,22,0,2374,0,17
11466,Eurobodalla,80,18,39,4,1075,0,6
11467,Euroka,348,110,178,3,1875,4,60
11468,Euroley,76,26,45,0,1625,0,13
11469,Eurongilly,91,37,42,0,2250,4,22
11470,Eurunderee,186,99,105,4,2583,3,38
11471,Euston,822,208,367,11,1612,11,64
11472,Evans Head,2907,889,1155,50,1086,104,455
11473,Evans Plains,168,60,97,0,2374,4,19
11474,Eveleigh,606,354,327,30,1339,0,64
11475,Eviron,229,92,112,4,1666,8,40
11476,Ewingar,53,16,19,0,493,0,22
11477,Ewingsdale,1025,510,529,25,2553,18,175
11478,Exeter (NSW),1087,566,495,3,1914,32,169
11479,Failford,748,168,237,14,1005,18,75
11480,Fairfield (NSW),18596,7157,5073,608,1092,65,744
11481,Fairfield East,5198,2017,1591,147,1212,21,182
11482,Fairfield Heights,8269,3052,2103,250,1285,28,318
11483,Fairfield West,12981,4898,4030,327,1428,56,507
11484,Fairholme,43,17,20,0,1374,0,5
11485,Fairlight,6141,4052,3563,116,3251,84,1003
11486,Fairy Hill,407,109,179,9,1348,16,42
11487,Fairy Meadow,7512,3380,3568,204,1407,135,790
11488,Falbrook,29,4,14,0,1375,0,0
11489,Falconer,52,16,25,0,2062,0,10
11490,Falls Creek (NSW),939,280,440,13,1508,36,101
11491,Far Meadow,209,110,99,0,1930,11,51
11492,Fargunyah,22,8,11,0,1125,0,9
11493,Farley,605,213,313,11,2015,12,48
11494,Farmborough Heights,4179,1810,2143,76,2234,57,407
11495,Farnham,21,7,14,0,1187,3,3
11496,Farrants Hill,131,63,52,4,1375,7,22
11497,Farringdon,21,12,14,0,2374,0,6
11498,Fassifern (NSW),586,198,281,16,1343,16,71
11499,Faulconbridge,4156,2008,2083,53,2152,115,626
11500,Faulkland,106,45,55,0,1718,0,25
11501,Fawcetts Plain,155,38,83,4,1718,6,28
11502,Federal (NSW),784,405,390,20,1910,7,154
11503,Fennell Bay,1780,555,812,47,1375,54,185
11504,Fern Bay,4046,1382,1633,65,1435,291,458
11505,Fern Gully,47,9,23,0,2750,0,10
11506,Fernances,7,3,4,0,900,0,3
11507,Fernances Crossing,36,23,18,0,1625,0,14
11508,Fernbank Creek,122,41,65,0,1625,4,16
11509,Fernbrook,131,48,69,0,1271,0,27
11510,Fernhill,987,349,371,13,1107,12,102
11511,Fernleigh,298,142,154,8,2024,5,43
11512,Fernmount,444,192,208,13,1784,9,88
11513,Fernside,55,20,34,0,1624,0,13
11514,Fernvale (NSW),261,95,121,11,1485,8,42
11515,Ferodale,98,31,46,0,1562,4,11
11516,Fiddletown,259,120,121,7,2562,0,30
11517,Fifield,128,39,59,5,1541,0,31
11518,Figtree,12335,5617,6068,241,2042,169,1452
11519,Findon Creek,36,13,12,0,762,0,11
11520,Fine Flower,25,4,16,0,1625,0,4
11521,Fingal Bay,1635,503,530,30,1114,79,279
11522,Fingal Head,615,302,309,16,1614,12,109
11523,Finley,2455,626,1051,34,1066,48,509
11524,Firefly,247,80,115,5,1375,9,33
11525,Fishermans Bay,76,49,38,0,1875,5,20
11526,Fishermans Paradise,491,126,169,14,1016,20,49
11527,Fishermans Reach,144,39,51,4,739,9,18
11528,Fishers Hill,56,26,31,0,1874,0,8
11529,Fishing Point,1105,482,502,20,1755,48,157
11530,Fitzgeralds Mount,25,7,13,0,1624,0,4
11531,Fitzgeralds Valley,12,9,9,0,2750,0,0
11532,Fitzroy Falls,220,119,114,0,2250,11,51
11533,Five Dock,9823,5413,5199,179,2328,93,957
11534,Five Ways,27,3,18,0,900,0,9
11535,Flat Tops,21,13,15,0,1625,0,0
11536,Fletcher (NSW),8014,3482,4428,184,2545,173,713
11537,Flinders (NSW),7118,2609,3682,129,2103,118,551
11538,Floraville,1814,716,969,23,2128,36,219
11539,Forbes (NSW),8157,2328,3691,150,1221,155,1165
11540,Forbes Creek,62,33,32,0,2666,6,15
11541,Forbes River,20,4,7,0,2749,0,0
11542,Forbesdale,170,36,84,4,1333,0,35
11543,Fords Bridge,30,6,24,0,1875,0,3
11544,Fordwich,90,32,37,0,1625,0,14
11545,Forest Glen (NSW),71,29,34,0,2583,0,7
11546,Forest Grove (NSW),115,66,61,0,3166,4,18
11547,Forest Hill (NSW),3081,1248,1714,43,1788,637,254
11548,Forest Land,0,0,0,0,0,0,0
11549,Forest Lodge,4965,3721,3245,124,2437,45,677
11550,Forest Reefs,537,201,274,6,2343,9,106
11551,Forestville (NSW),8659,4711,4116,128,2507,146,1308
11552,Forresters Beach,3354,1454,1565,50,1758,83,408
11553,Forster (NSW),14187,4319,5092,248,1009,523,1913
11554,Fortis Creek,38,6,10,0,849,3,3
11555,Fosters Valley,72,27,28,0,2062,3,7
11556,Fosterton,94,44,48,0,1325,0,24
11557,Fountaindale,726,317,392,5,2903,20,104
11558,Four Corners,0,0,0,0,0,0,0
11559,Four Mile Creek (NSW),16,7,11,0,4625,0,4
11560,Fowlers Gap,26,12,17,0,1625,0,9
11561,Foxground,164,98,85,0,2166,0,43
11562,Frazer Park,0,0,0,0,0,0,0
11563,Frazers Creek,215,61,98,0,1392,4,31
11564,Frederickton,1452,362,566,38,1114,48,158
11565,Freeburn Island,0,0,0,0,0,0,0
11566,Freemans,0,0,0,0,0,0,0
11567,Freemans Reach,2049,619,1098,35,2143,39,226
11568,Freemans Waterhole,120,29,50,12,619,0,19
11569,Freemantle,28,10,17,0,1999,0,0
11570,French Park,17,4,8,0,1625,0,4
11571,Frenchs Forest,14267,7837,7440,236,3109,225,2020
11572,Freshwater (NSW),9186,5655,5406,143,2726,123,1340
11573,Frog Rock,170,38,80,0,1812,6,17
11574,Frogmore,146,64,80,0,1562,3,23
11575,Frogs Hollow,117,39,54,0,1292,0,22
11576,Frying Pan,11,0,3,0,575,0,3
11577,Fullerton,47,22,29,0,1375,0,10
11578,Fullerton Cove,735,190,173,4,1062,37,111
11579,Furracabad,49,15,30,0,1312,0,17
11580,Gables,3339,1705,1816,63,3219,16,244
11581,Gadara,49,21,28,0,1625,0,3
11582,Gala Vale,13,5,8,0,2374,0,0
11583,Galambine,100,28,49,0,3200,0,12
11584,Galong,235,72,101,4,1111,8,37
11585,Galore,70,31,42,0,1375,0,21
11586,Galston,3195,1544,1548,52,2295,85,528
11587,Ganbenang,109,32,62,0,1958,3,13
11588,Gangat,40,4,17,0,1375,0,4
11589,Ganmain,793,197,341,14,1175,26,201
11590,Garah,291,76,121,0,1343,7,41
11591,Garden Suburb,1959,882,1024,37,2361,55,216
11592,Garema,84,32,44,0,1312,0,17
11593,Garland,75,23,40,0,2374,0,12
11594,Garland Valley,22,0,10,0,900,0,0
11595,Garoo,93,35,59,0,1624,3,16
11596,Garra,117,28,60,0,2071,0,23
11597,Garthowen,169,55,92,3,2094,5,25
11598,Gateshead,3121,747,1349,103,1232,68,172
11599,Gearys Flat,3,0,0,0,1125,0,0
11600,Geehi,0,0,0,0,0,0,0
11601,Gelston Park,160,68,86,0,2437,4,28
11602,Gemalla,24,7,12,0,1749,0,9
11603,Geneva,699,198,273,19,1158,26,137
11604,Georges Creek (NSW),11,6,6,0,850,0,0
11605,Georges Hall,9739,3908,3463,155,1785,75,577
11606,Georges Plains,218,70,120,0,2125,7,26
11607,Georgetown (NSW),2072,1004,1239,52,2005,57,215
11608,Georgica,240,107,115,11,1212,9,44
11609,Gerogery,684,184,332,6,1819,26,110
11610,Gerringong,4165,1819,1972,69,1899,156,706
11611,Gerroa,571,300,260,12,1919,19,113
11612,Geurie,706,212,358,17,1416,12,93
11613,Ghinni Ghi,41,6,23,0,849,0,0
11614,Ghinni Ghinni,45,12,25,3,900,0,0
11615,Ghoolendaadi,85,26,43,3,1875,4,19
11616,Giants Creek,149,34,68,8,1187,7,18
11617,Gibberagee,35,8,6,6,575,0,3
11618,Gibraltar Range,118,0,0,0,3250,0,0
11619,Gidginbung,69,14,33,0,1812,0,13
11620,Gidley,91,25,46,0,949,0,15
11621,Gilead,882,177,96,0,758,40,92
11622,Gilgai,740,176,293,18,1151,19,75
11623,Gilgandra,2983,693,1208,76,1083,52,465
11624,Gilgooma,44,17,19,0,2333,0,16
11625,Gilgunnia,0,0,0,0,0,0,0
11626,Gillenbah,119,26,43,0,1604,7,20
11627,Gilletts Ridge,44,15,18,0,1624,0,3
11628,Gillieston Heights,4796,1677,2572,112,1986,120,287
11629,Gilmandyke,17,4,7,0,900,0,3
11630,Gilmore (NSW),229,56,119,7,1771,7,43
11631,Gin Gin (NSW),159,64,72,0,1645,0,30
11632,Gineroi,63,22,39,0,1312,4,17
11633,Ginghi,15,4,11,0,1624,0,3
11634,Gingkin,62,18,34,0,1208,0,6
11635,Girards Hill,1318,602,663,45,1237,34,216
11636,Girilambone,86,14,39,0,1416,0,11
11637,Giro,0,0,3,0,0,0,3
11638,Girral,53,6,29,0,900,0,8
11639,Girralong,44,26,19,0,849,0,11
11640,Girraween (NSW),6256,3270,2876,180,2378,25,503
11641,Girvan,210,51,72,3,1271,3,24
11642,Gladesville,12867,7774,7217,243,2257,172,1523
11643,Gladstone (NSW),437,93,181,10,1281,9,49
11644,Glanmire (NSW),186,71,99,0,1958,5,26
11645,Glebe (NSW),11680,7774,6332,383,1756,173,1801
11646,Gledswood Hills,6112,2901,3284,128,2780,75,329
11647,Glen Alice,56,27,28,0,1542,4,13
11648,Glen Allen,55,21,16,0,933,0,8
11649,Glen Alpine,4429,2135,2305,84,2669,76,445
11650,Glen Davis,106,29,46,0,814,3,28
11651,Glen Elgin,32,11,19,0,1624,0,11
11652,Glen Fergus,15,10,6,0,3999,0,3
11653,Glen Innes,6219,1728,2395,177,904,201,930
11654,Glen Martin,158,57,79,4,1625,4,26
11655,Glen Nevis,0,0,0,0,0,0,0
11656,Glen Oak,426,123,215,3,2178,21,48
11657,Glen Ward,3,0,0,0,725,0,3
11658,Glen William,143,51,82,5,1875,0,30
11659,Glenbawn,89,34,55,0,2250,0,3
11660,Glenbrook,5078,2699,2673,88,2502,146,816
11661,Glencoe (NSW),166,57,84,4,1406,4,44
11662,Glendale (NSW),3260,1135,1625,92,1514,74,286
11663,Glendenning,5196,2524,2595,129,2203,27,297
11664,Glendon,114,40,56,3,2449,3,28
11665,Glendon Brook,368,90,178,4,2250,3,36
11666,Glenelg (NSW),44,22,29,0,1875,0,15
11667,Glenellen,130,42,72,0,2166,0,33
11668,Glenfield (NSW),10536,5367,4946,292,2070,131,684
11669,Glenfield Park,5078,1615,2672,132,1508,187,469
11670,Glengarrie,102,38,35,0,1041,0,8
11671,Glenhaven,6619,3516,3197,110,2532,130,1020
11672,Gleniffer,414,208,210,16,1478,11,101
11673,Glenmore (NSW),108,36,52,0,2166,4,15
11674,Glenmore Park,25021,10771,14020,417,2526,434,1858
11675,Glennies Creek,33,6,21,0,2050,0,0
11676,Glenning Valley,2023,866,1106,43,2252,43,213
11677,Glenorie,3792,1752,1970,51,2524,50,470
11678,Glenquarry,261,118,142,3,2156,3,56
11679,Glenreagh,1005,244,404,28,1384,33,110
11680,Glenridding,259,56,122,11,1142,6,26
11681,Glenrock (NSW),10,5,5,0,1125,0,6
11682,Glenroy (Albury - NSW),3528,1299,1750,49,1557,113,501
11683,Glenroy (Snowy Valleys - NSW),85,32,49,0,2250,5,24
11684,Glenthorne,234,72,107,7,1158,3,34
11685,Glenugie,1298,50,110,17,1166,6,30
11686,Glenwood (NSW),15829,9300,8644,414,3068,122,1676
11687,Glenworth Valley,12,6,7,0,725,0,0
11688,Glossodia,2865,833,1536,44,2119,56,289
11689,Gloucester,3133,816,1164,61,985,111,541
11690,Gloucester Tops,0,0,0,0,0,0,0
11691,Goat Island,4,4,4,0,0,0,4
11692,Gobarralong,63,24,31,0,2299,3,17
11693,Gobbagombalin,2184,1082,1264,22,2510,114,206
11694,Gocup,153,40,91,0,2431,4,30
11695,Godfreys Creek,65,22,34,0,1843,3,14
11696,Gogeldrie,65,21,47,0,2333,3,17
